nome,genero,presenca_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,total_gasto_parlamentar,total_gasto_gabinete,salario_bruto,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
Luiza Erundina,F,78 dias,14 dias,0 dias,37 reuniões,9 reuniões,14 reuniões,30/11/1934,"222485,05","984473,08",33763,-,"17369,22","13312,38","49196,58","23549,05","41316,33","41450,36","18601,72","126,15",0,-,-,-,"98801,78","96737,67","96737,67","96737,67","96737,67","96737,67","96737,67","96737,67","102137,42","246,98",-
Luizianne Lins,F,82 dias,7 dias,3 dias,5 reuniões,6 reuniões,10 reuniões,18/11/1968,"391834,12","1116014,42",33763,-,"49188,28","62832,39","50556,05","40398,85","27655,84","25583,94","56182,22","8648,41","27778,93",-,-,-,"111647,55","111647,55","111647,55","111647,55","111647,55","111532,28","111532,28","111532,28","111532,28",0,-
Margarete Coelho,F,81 dias,7 dias,4 dias,58 reuniões,5 reuniões,22 reuniões,12/03/1961,"360665,17","1079379,91",33763,-,"50976,4","52735,6","28872,48","50764,85","40798,7","35963,33","15107,77","13877,11","31713,43",-,-,-,"108857,07","110120,74","107482,1","99024,19","108590,38","108590,38","108590,38","108590,38","108590,38",0,-
Mara Rocha,F,77 dias,14 dias,1 dias,30 reuniões,6 reuniões,16 reuniões,04/09/1973,"429966,83","1108625,39",33763,-,"57867,3","54199,26","46657,4","62724,01","33841,62","21007,85","23443,28","30345,94","42994,12",-,-,-,"110779,96","110779,96","110779,96","110779,96","109894,35","110779,96","110983,86","111574,61","111492,81",0,-
Major Fabiana,F,76 dias,11 dias,5 dias,22 reuniões,4 reuniões,0 reuniões,09/01/1980,"246957,42","1113455,24",33763,-,"45316,31","52715,53","32781,41","30152,26","27385,49","25479,97","6199,02","5005,38","1966,38",-,-,-,"111438,52","111398,27","111119,65","111315,37","111039,6","111350,2","111350,2","111554,84","111344,35","286,53",-
Magda Mofatto,F,77 dias,3 dias,12 dias,28 reuniões,6 reuniões,36 reuniões,26/10/1948,"247802,06","1079760,32",33763,-,"31068,63","47136,54","46414,73","47632,39","19428,88","6001,17","8505,69","115,33","69,27",-,-,-,"111061,35","110458,33","110160,73","109242,74","111392,46","111429,23","111429,23","100201,81","100742,41",0,-
Maria do Rosário,F,77 dias,6 dias,9 dias,48 reuniões,12 reuniões,22 reuniões,22/11/1966,"387871,84","1090821,34",33763,-,"43740,41","69986,28","42746,98","49177,17","41192,91","36138,61","26246,21","12312,33","18496,99",-,-,-,"108772,35","108876,06","106150,54","111047,03","107898,86","108449,48","109367,19","110743,74","110743,74","1884,75",-
Maria Rosas,F,62 dias,0 dias,0 dias,41 reuniões,0 reuniões,3 reuniões,01/10/1965,"187092,56","1099115,16",33763,-,-,-,"31183,42","18825,99","39925,5","29239,92","24673,76","26942,82","16101,15",-,-,-,"107061,76","110238,71","111538,37","111538,37","109915,15","107599,1","111210,42","111538,37","111538,37",200,-
Marília Arraes,F,64 dias,21 dias,7 dias,3 reuniões,5 reuniões,5 reuniões,12/04/1984,"279180,89","1069269,96",33763,-,"25170,41","93784,61","54406,01","29683,86","14216,62","21165,2","10306,43","9508,71","6719,11",-,-,-,"111429,12","111429,12","107972,58","109087,1","111617,16","110853,68","111354,04","98888,69","87984,76","317,86",-
Mariana Carvalho,F,53 dias,4 dias,4 dias,14 reuniões,4 reuniões,6 reuniões,26/11/1986,"199535,84","1087643,97",33763,-,"24814,35","47199,17","61996,18","40425,87","1826,39",-,-,-,"2133,82",-,-,-,"111310,98","111014,24","111416,94","111416,94","110963,22","109667,84","104478,85","105163,12","101764,09","270,84",-
Marina Santos,F,90 dias,2 dias,0 dias,6 reuniões,1 reuniões,12 reuniões,13/09/1980,"356995,02","1114463,33",33763,-,"41587,12","38764,57","35827,39","41760,61","43099,71","38934,07","25951,64",26865,"39929,24",-,-,-,"111495,88","111311,17","111185,14","111495,87","111495,87","111495,88","111495,88","111495,88","111495,88","464,2",-
Patricia Ferraz,F,10 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,09/01/1980,"55295,48",0,33763,-,-,-,-,-,-,-,-,"7370,23","47113,09",-,-,-,0,0,0,0,0,0,0,0,0,"812,16",-
Norma Ayub,F,77 dias,14 dias,1 dias,19 reuniões,8 reuniões,5 reuniões,07/09/1959,"274172,87","1086780,1",33763,-,"22480,29","25213,93","34648,47","34202,81","33963,01","31584,22","23186,05","21711,62","24913,35",-,-,-,"109263,62","109371,25","108282,54","108682,13","109497,38","106962,54","107480,28","107282,54","110694,2","2914,25",-
Paula Belmonte,F,87 dias,2 dias,3 dias,62 reuniões,6 reuniões,27 reuniões,23/06/1973,0,"1035760,26",33763,-,0,0,0,0,0,0,0,0,0,-,-,-,"105634,73","105767,33","109556,14","110422,17","107546,98","94842,01","90556,61","98626,57","107354,42",0,-
